0.1 3 3 2 1 0
0.139983 3 3 1 1 0
0.179967 3 3 1 1 0
0.259933 3 3 1 1 0
0.419867 3 3 1 1 0
0.739733 2.99999 2.99999 1 1 0
1.23953 2.99993 2.99993 1 1 0
1.73932 2.99979 2.99979 1 1 0
2.23911 2.99953 2.99953 1 1 0
2.7389 2.9991 2.9991 1 1 0
3.23869 2.99847 2.99847 1 1 0
3.73847 2.99757 2.99757 1 1 0
4.23826 2.99635 2.99635 1 1 0
4.73804 2.99476 2.99476 1 1 0
5.23782 2.99273 2.99273 1 1 0
5.73759 2.9902 2.9902 1 1 0
6.23735 2.98707 2.98707 1 1 0
6.73709 2.98327 2.98327 1 1 0
7.23683 2.97867 2.97867 1 1 0
7.73654 2.97315 2.97315 1 1 0
8.23622 2.96654 2.96654 1 1 0
8.73587 2.95862 2.95862 1 1 0
9.23546 2.94912 2.94912 1 1 0
9.73497 2.93765 2.93765 1 1 0
10.2344 2.92363 2.92363 1 1 0
10.7336 2.90618 2.90618 1 1 0
11.2325 2.88375 2.88375 1 1 0
11.7307 2.85311 2.85311 1 1 0
12.2268 2.80482 2.80482 1 1 0
12.4709 2.76064 2.76064 1 1 0
12.5865 2.69719 2.69719 1 1 0
12.5866 2.69476 2.69476 1 1 0
12.5819 2.68039 2.68039 2 1 0
12.5702 2.66744 2.66744 2 1 0
12.5541 2.65588 2.65588 2 1 0
12.5274 2.64162 2.64162 2 1 0
12.485 2.62405 2.62405 2 1 0
12.4193 2.60229 2.60229 2 1 0
12.3185 2.57505 2.57505 2 1 0
12.1652 2.54055 2.54055 2 1 0
11.9334 2.49626 2.49626 2 1 0
11.5837 2.43848 2.43848 2 1 0
11.0899 2.36617 2.36617 2 1 0
10.5952 2.2994 2.2994 2 1 0
10.0999 2.23563 2.23563 2 1 0
9.60436 2.1735 2.1735 2 1 0
9.1087 2.1121 2.1121 2 1 0
8.61302 2.05078 2.05078 2 1 0
8.1174 1.98901 1.98901 2 1 0
7.62191 1.92631 1.92631 2 1 0
7.12664 1.8622 1.8622 2 1 0
6.63165 1.79617 1.79617 2 1 0
6.13707 1.72767 1.72767 2 1 0
5.64303 1.65601 1.65601 2 1 0
5.14971 1.58034 1.58034 2 1 0
4.65739 1.49954 1.49954 2 1 0
4.16652 1.41201 1.41201 2 1 0
3.67784 1.31539 1.31539 2 1 0
3.19277 1.20576 1.20576 2 1 0
2.7146 1.07586 1.07586 2 1 0
2.25355 0.909082 0.909082 2 1 0
1.87197 0.651736 0.651736 2 1 0
1.82968 0.534675 0.534675 1 1 0
1.89747 0.392819 0.392819 1 1 0
2.04945 0.289669 0.289669 1 1 0
2.22687 0.219945 0.219945 1 1 0
2.43257 0.16649 0.16649 1 1 0
2.66389 0.125522 0.125522 1 1 0
2.92079 0.0942718 0.0942718 1 1 0
3.27329 0.0660297 0.0660297 1 1 0
3.62644 0.0478502 0.0478502 1 1 0
3.97983 0.0356773 0.0356773 1 1 0
4.3333 0.027249 0.027249 1 1 0
4.68682 0.0212437 0.0212437 1 1 0
5.04036 0.0168578 0.0168578 1 1 0
5.3939 0.0135851 0.0135851 1 1 0
5.74745 0.0110967 0.0110967 1 1 0
6.101 0.00917295 0.00917295 1 1 0
6.45455 0.00766372 0.00766372 1 1 0
6.8081 0.006464 0.006464 1 1 0
7.16165 0.00549898 0.00549898 1 1 0
7.51521 0.00471441 0.00471441 1 1 0
7.86876 0.00407035 0.00407035 1 1 0
8.22231 0.00353694 0.00353694 1 1 0
8.57587 0.0030916 0.0030916 1 1 0
8.92942 0.00271702 0.00271702 1 1 0
9.28297 0.0023998 0.0023998 1 1 0
9.63653 0.00212945 0.00212945 1 1 0
9.99008 0.00189769 0.00189769 1 1 0
10.3436 0.00169794 0.00169794 1 1 0
10.6972 0.00152489 0.00152489 1 1 0
11.0507 0.00137426 0.00137426 1 1 0
11.4043 0.00124257 0.00124257 1 1 0
11.7578 0.00112696 0.00112696 1 1 0
12.1114 0.00102506 0.00102506 1 1 0
12.465 0.000934923 0.000934923 1 1 0
12.8185 0.000854904 0.000854904 1 1 0
13.1721 0.000783639 0.000783639 1 1 0
13.5256 0.00071997 0.00071997 1 1 0
13.8792 0.000662922 0.000662922 1 1 0
14.2327 0.000611662 0.000611662 1 1 0
14.5863 0.00056548 0.00056548 1 1 0
14.9398 0.000523769 0.000523769 1 1 0
15.2934 0.000486004 0.000486004 1 1 0
15.6469 0.000451733 0.000451733 1 1 0
16.0005 0.000420566 0.000420566 1 1 0
16.354 0.000392161 0.000392161 1 1 0
16.7076 0.000366221 0.000366221 1 1 0
17.0611 0.000342488 0.000342488 1 1 0
17.4147 0.000320733 0.000320733 1 1 0
17.7683 0.000300756 0.000300756 1 1 0
18.1218 0.000282381 0.000282381 1 1 0
18.4754 0.000265452 0.000265452 1 1 0
18.8289 0.00024983 0.00024983 1 1 0
19.1825 0.000235393 0.000235393 1 1 0
19.536 0.000222031 0.000222031 1 1 0
19.8896 0.000209647 0.000209647 1 1 0
20.2431 0.000198155 0.000198155 1 1 0
20.5967 0.000187475 0.000187475 1 1 0
20.9502 0.000177538 0.000177538 1 1 0
21.3038 0.000168281 0.000168281 1 1 0
21.6573 0.000159647 0.000159647 1 1 0
22.0109 0.000151586 0.000151586 1 1 0
22.3645 0.00014405 0.00014405 1 1 0
22.718 0.000136999 0.000136999 1 1 0
23.0716 0.000130394 0.000130394 1 1 0
23.4251 0.0001242 0.0001242 1 1 0
23.7787 0.000118387 0.000118387 1 1 0
24.1322 0.000112926 0.000112926 1 1 0
24.4858 0.000107791 0.000107791 1 1 0
24.8393 0.000102958 0.000102958 1 1 0
25.1929 9.84052e-05 9.84052e-05 1 1 0
