0.1 2.9997 2.9997 2 1 0
0.1398 2.99941 2.99941 1 1 0
0.179599 2.99903 2.99903 1 1 0
0.259194 2.99798 2.99798 1 1 0
0.418357 2.99473 2.99473 1 1 0
0.657 2.9869 2.9869 1 1 0
1.01459 2.96825 2.96825 1 1 0
1.50991 2.9271 2.9271 1 1 0
2.00237 2.86446 2.86446 1 1 0
2.48894 2.77236 2.77236 1 1 0
2.96127 2.63313 2.63313 1 1 0
3.38308 2.39724 2.39724 1 1 0
3.54241 2.07597 2.07597 2 1 0
3.37678 1.66358 1.66358 2 1 0
3.09491 1.32121 1.32121 2 1 0
2.8313 1.00405 1.00405 2 1 0
2.70133 0.711262 0.711262 2 1 0
2.70079 0.694342 0.694342 1 1 0
2.80768 0.489187 0.489187 1 1 0
3.04526 0.364837 0.364837 1 1 0
3.33672 0.285095 0.285095 1 1 0
3.65299 0.230138 0.230138 1 1 0
3.98237 0.190223 0.190223 1 1 0
4.31939 0.160119 0.160119 1 1 0
4.66118 0.13676 0.13676 1 1 0
5.00611 0.118227 0.118227 1 1 0
5.35318 0.103252 0.103252 1 1 0
5.70176 0.0909681 0.0909681 1 1 0
6.05143 0.0807608 0.0807608 1 1 0
6.4019 0.0721838 0.0721838 1 1 0
6.75298 0.0649056 0.0649056 1 1 0
7.10453 0.0586757 0.0586757 1 1 0
7.45643 0.0533013 0.0533013 1 1 0
7.80861 0.0486325 0.0486325 1 1 0
8.16102 0.0445509 0.0445509 1 1 0
8.51362 0.0409617 0.0409617 1 1 0
8.86635 0.037789 0.037789 1 1 0
9.21921 0.0349706 0.0349706 1 1 0
9.57216 0.0324557 0.0324557 1 1 0
9.9252 0.0302023 0.0302023 1 1 0
10.2783 0.0281754 0.0281754 1 1 0
10.6315 0.0263455 0.0263455 1 1 0
10.9847 0.0246881 0.0246881 1 1 0
11.3379 0.023182 0.023182 1 1 0
11.6912 0.0218095 0.0218095 1 1 0
12.0445 0.0205552 0.0205552 1 1 0
12.3979 0.019406 0.019406 1 1 0
12.7512 0.0183504 0.0183504 1 1 0
13.1046 0.0173785 0.0173785 1 1 0
13.458 0.0164817 0.0164817 1 1 0
13.8114 0.0156525 0.0156525 1 1 0
14.1649 0.0148843 0.0148843 1 1 0
14.5183 0.0141712 0.0141712 1 1 0
14.8718 0.0135081 0.0135081 1 1 0
15.2252 0.0128904 0.0128904 1 1 0
15.5787 0.0123142 0.0123142 1 1 0
15.9322 0.0117756 0.0117756 1 1 0
16.2857 0.0112716 0.0112716 1 1 0
16.6391 0.0107993 0.0107993 1 1 0
16.9926 0.010356 0.010356 1 1 0
17.3461 0.0099394 0.0099394 1 1 0
17.6996 0.00954745 0.00954745 1 1 0
18.0531 0.00917821 0.00917821 1 1 0
18.4067 0.00882996 0.00882996 1 1 0
18.7602 0.00850116 0.00850116 1 1 0
19.1137 0.00819036 0.00819036 1 1 0
19.4672 0.0078963 0.0078963 1 1 0
19.8207 0.00761778 0.00761778 1 1 0
20.1743 0.00735373 0.00735373 1 1 0
20.5278 0.00710316 0.00710316 1 1 0
20.8813 0.00686518 0.00686518 1 1 0
21.2348 0.00663895 0.00663895 1 1 0
21.5884 0.00642372 0.00642372 1 1 0
21.9419 0.00621878 0.00621878 1 1 0
22.2954 0.00602349 0.00602349 1 1 0
22.649 0.00583725 0.00583725 1 1 0
23.0025 0.00565951 0.00565951 1 1 0
23.356 0.00548976 0.00548976 1 1 0
23.7096 0.00532754 0.00532754 1 1 0
24.0631 0.00517239 0.00517239 1 1 0
24.4167 0.00502392 0.00502392 1 1 0
24.7702 0.00488175 0.00488175 1 1 0
25.1237 0.00474553 0.00474553 1 1 0
